Equipment ID,EquipmentName,UniqueName,BarcodeNumber,Category,Subcategory,SerialNumber,ModelNumber,Manufacturer,Location,Facility ResQ ID,Facility Name,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ8813,Hot Holding Unit EQ8813,Hot Holding Unit,EQ8813F284,Food Preparation Equipment,Hot Holding Units,1.11121E+12,MHC-22-TDL,Merco,,F284,Tim Hortons #2252 [Deactivated],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ8853,Hot Holding Unit EQ8853,Hot Holding Unit,EQ8853F283,Food Preparation Equipment,Hot Holding Units,0806MH4003474,MHC-22-TDL,Merco,,F283,Tim Hortons #2961 [Deactivated],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ8868,Hot Holding Unit EQ8868,Hot Holding Unit,EQ8868F283,Food Preparation Equipment,Hot Holding Units,Above Panini - No serial ,DMW-22-TDL,Meister Cook,,F283,Tim Hortons #2961 [Deactivated],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ8891,Hot Holding Unit EQ8891,Hot Holding Unit,EQ8891F282,Food Preparation Equipment,Hot Holding Units,1311141941,DMW-22-TDL,Meistercook,,F282,Tim Hortons #3956 [Deactivated],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ8892,Hot Holding Unit EQ8892,Hot Holding Unit,EQ8892F282,Food Preparation Equipment,Hot Holding Units,Below Meistercook,MHC-22-TDL,Merco,,F282,Tim Hortons #3956 [Deactivated],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ8893,Hot Holding Unit EQ8893,Hot Holding Unit,EQ8893F282,Food Preparation Equipment,Hot Holding Units,0106MH4002680,MHC-22-TDL,Merco,,F282,Tim Hortons #3956 [Deactivated],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ8923,Hot Holding Unit EQ8923,Hot Holding Unit,EQ8923F281,Food Preparation Equipment,Hot Holding Units,1311081716C7,DMW-22-TDL,Meister Cook,,F281,Tim Hortons #2753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ8924,Hot Holding Unit EQ8924,Hot Holding Unit,EQ8924F281,Food Preparation Equipment,Hot Holding Units,Inaccessible,MHC-22-TDL,MERCO,FOH,F281,Tim Hortons #2753,/equipment.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ8971,Hot Holding Unit EQ8971,Hot Holding Unit,EQ8971F280,Food Preparation Equipment,Hot Holding Units,1407146091E (UNDER PANINI),DMW,Meister code,,F280,Tim Hortons #2773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ8972,Hot Holding Unit EQ8972,Hot Holding Unit,EQ8972F280,Food Preparation Equipment,Hot Holding Units,1.00621E+12,MHC,Nierco,,F280,Tim Hortons #2773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ8973,Hot Holding Unit EQ8973,Hot Holding Unit,EQ8973F280,Food Preparation Equipment,Hot Holding Units,1311061534C,DMW,MeisterCook,na,F280,Tim Hortons #2773,/equipment.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ9007,Hot Holding Unit EQ9007,Hot Holding Unit,EQ9007F279,Food Preparation Equipment,Hot Holding Units,1401134081 C,DMW-22-TDL,Meister Cook,NA,F279,Tim Hortons #4354,/equipment.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ9008,Hot Holding Unit EQ9008,Hot Holding Unit,EQ9008F279,Food Preparation Equipment,Hot Holding Units,1110210000475 NEED NEW OVERLAY,MHC-22-TDL,Merco,,F279,Tim Hortons #4354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ9009,Hot Holding Unit EQ9009,Hot Holding Unit,EQ9009F279,Food Preparation Equipment,Hot Holding Units,110210000476 BOTTOM,MHC-22-TDL,Merco,,F279,Tim Hortons #4354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ9058,Hot Holding Unit EQ9058,Hot Holding Unit,EQ9058F278,Food Preparation Equipment,Hot Holding Units,1407146085EBTM,DMW-22-TDL,Meister Cook,,F278,Tim Hortons #5524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ9059,Hot Holding Unit EQ9059,Hot Holding Unit,EQ9059F278,Food Preparation Equipment,Hot Holding Units,1407146101 ETOP,DMW-22-TDL,Meister Cook,,F278,Tim Hortons #5524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ9090,Hot Holding Unit EQ9090,Hot Holding Unit,EQ9090F277,Food Preparation Equipment,Hot Holding Units,0606MH4001525 ( Under Toaster ),MHC 22TDC,Merco,,F277,Tim Hortons #0927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ9091,Hot Holding Unit EQ9091,Hot Holding Unit,EQ9091F277,Food Preparation Equipment,Hot Holding Units,1.00721E+12,MHC 22 TDC,Merco,,F277,Tim Hortons #0927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ9092,Hot Holding Unit EQ9092,Hot Holding Unit,EQ9092F277,Food Preparation Equipment,Hot Holding Units,1311222212,DMW-22-TDC,Meister,,F277,Tim Hortons #0927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ9117,Hot Holding Unit EQ9117,Hot Holding Unit,EQ9117F276,Food Preparation Equipment,Hot Holding Units,1409308255D1,DMW-22-TDL,Meister Cook,,F276,Tim Hortons #1571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ9121,Hot Holding Unit EQ9121,Hot Holding Unit,EQ9121F276,Food Preparation Equipment,Hot Holding Units,1311121762C2,DMW-22-TDL,Meistercook,,F276,Tim Hortons #1571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ9122,Hot Holding Unit EQ9122,Hot Holding Unit,EQ9122F276,Food Preparation Equipment,Hot Holding Units,Inaccessible. BOH.,DMW-22-TDL,Meistercook,,F276,Tim Hortons #1571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ9123,Hot Holding Unit EQ9123,Hot Holding Unit,EQ9123F276,Food Preparation Equipment,Hot Holding Units,Inaccessible FOH,MHC-22-TDL,Merco,,F276,Tim Hortons #1571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ9181,Hot Holding Unit EQ9181,Hot Holding Unit,EQ9181F275,Food Preparation Equipment,Hot Holding Units,1401063904 C,DMW-22-TDL,Meistercook,,F275,Tim Hortons #4188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ9182,Hot Holding Unit EQ9182,Hot Holding Unit,EQ9182F275,Food Preparation Equipment,Hot Holding Units,1409308255D1,MHL-22-TDL,Merco,FOH,F275,Tim Hortons #4188,/equipment.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ9191,Hot Holding Unit EQ9191,Hot Holding Unit,EQ9191F275,Food Preparation Equipment,Hot Holding Units,131081667C,DMW-22-TDL,Meistercook,,F275,Tim Hortons #4188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ9209,Hot Holding Unit EQ9209,Hot Holding Unit,EQ9209F274,Food Preparation Equipment,Hot Holding Units,1309240348 C,DMW-22-TDL,Meister Cook,,F274,Tim Hortons #0590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ9210,Hot Holding Unit EQ9210,Hot Holding Unit,EQ9210F274,Food Preparation Equipment,Hot Holding Units,Top (Underneath Bagel Toaster),DMW-22-TDL,Meister Cook,,F274,Tim Hortons #0590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ9211,Hot Holding Unit EQ9211,Hot Holding Unit,EQ9211F274,Food Preparation Equipment,Hot Holding Units,Bottom (Underneath Bagel Toaster),DMW-22-TDL,Meister Cook,,F274,Tim Hortons #0590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ9248,Hot Holding Unit EQ9248,Hot Holding Unit,EQ9248F273,Food Preparation Equipment,Hot Holding Units,DT Top,,,,F273,Tim Hortons #0683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ9249,Hot Holding Unit EQ9249,Hot Holding Unit,EQ9249F273,Food Preparation Equipment,Hot Holding Units,DT Bottom,DMW-22-TDL,Meistercook,,F273,Tim Hortons #0683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ9250,Hot Holding Unit EQ9250,Hot Holding Unit,EQ9250F273,Food Preparation Equipment,Hot Holding Units,1401134040C,DMW-22-TDL,Meistercook,,F273,Tim Hortons #0683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ9278,Hot Holding Unit EQ9278,Hot Holding Unit,EQ9278F230,Food Preparation Equipment,Hot Holding Units,1408127181E,DMS-22-TDL,Meister Cook,na,F230,Tim Hortons #1474,/equipment.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ9288,Hot Holding Unit EQ9288,Hot Holding Unit,EQ9288F230,Food Preparation Equipment,Hot Holding Units,Dry-1312022440,DMW-22,Meister Cook,na,F230,Tim Hortons #1474,/equipment.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ9289,Hot Holding Unit EQ9289,Hot Holding Unit,EQ9289F230,Food Preparation Equipment,Hot Holding Units,Dry,DMW-22,Meister Cook,,F230,Tim Hortons #1474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ9290,Hot Holding Unit EQ9290,Hot Holding Unit,EQ9290F230,Food Preparation Equipment,Hot Holding Units,1.00921E+12,MHC-22-TDL,Merco,,F230,Tim Hortons #1474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ9291,Hot Holding Unit EQ9291,Hot Holding Unit,EQ9291F230,Food Preparation Equipment,Hot Holding Units,WetSerial #: 1203235000990,MHC-22-TDL,Merco,,F230,Tim Hortons #1474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ9346,Hot Holding Unit EQ9346,Hot Holding Unit,EQ9346F229,Food Preparation Equipment,Hot Holding Units,Dry - 1312022523 C,DMW-22,Meister Cook,,F229,Tim Hortons #2699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ9347,Hot Holding Unit EQ9347,Hot Holding Unit,EQ9347F229,Food Preparation Equipment,Hot Holding Units,Moist,MHC-22-TDL,Merco,,F229,Tim Hortons #2699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ9381,Hot Holding Unit EQ9381,Hot Holding Unit,EQ9381F199,Food Preparation Equipment,Hot Holding Units,Dry1311141897C,DMW-22,Meister Cook,,F228,Tim Hortons #2934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ9383,Hot Holding Unit EQ9383,Hot Holding Unit,EQ9383F228,Food Preparation Equipment,Hot Holding Units,Wet,MHC-22-TDL,Merco,,F228,Tim Hortons #2934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ9390,Hot Holding Unit EQ9390,Hot Holding Unit,EQ9390F228,Food Preparation Equipment,Hot Holding Units,Wet,MHC-22-TDL,Merco,,F228,Tim Hortons #2934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ9428,Hot Holding Unit EQ9428,Hot Holding Unit,EQ9428F228,Food Preparation Equipment,Hot Holding Units,1406275803E,DMW-22-TDL,Meistercook,,F228,Tim Hortons #2934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ9454,Hot Holding Unit EQ9454,Hot Holding Unit,EQ9454F227,Food Preparation Equipment,Hot Holding Units,Dry1406255671,DMW-22,Meister Cook,,F227,Tim Hortons #2967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ9455,Hot Holding Unit EQ9455,Hot Holding Unit,EQ9455F227,Food Preparation Equipment,Hot Holding Units,Dual,DMW-22-TDL,MeisterCook,,F227,Tim Hortons #2967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ9487,Hot Holding Unit EQ9487,Hot Holding Unit,EQ9487F226,Food Preparation Equipment,Hot Holding Units,Dry1311061627,DMW-22,Meister Cook,,F226,Tim Hortons #3144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ9488,Hot Holding Unit EQ9488,Hot Holding Unit,EQ9488F226,Food Preparation Equipment,Hot Holding Units,Wet,MHC-22-TDL,Merco,,F226,Tim Hortons #3144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ9525,Hot Holding Unit EQ9525,Hot Holding Unit,EQ9525F225,Food Preparation Equipment,Hot Holding Units,Moist,MHC-22-TDL,Merco,,F225,Tim Hortons #3149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ9543,Hot Holding Unit EQ9543,Hot Holding Unit,EQ9543F225,Food Preparation Equipment,Hot Holding Units,DrySerial #: 1409097791 C(Bought in 2016 May),DMW-22,Meister Cook,,F225,Tim Hortons #3149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ9544,Hot Holding Unit EQ9544,Hot Holding Unit,EQ9544F225,Food Preparation Equipment,Hot Holding Units,WetSerial #: 0711210050090,MHC-22-TDL,Merco,,F225,Tim Hortons #3149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ9573,Hot Holding Unit EQ9573,Hot Holding Unit,EQ9573F225,Food Preparation Equipment,Hot Holding Units,1310311437,,Meister Cook,,F225,Tim Hortons #3149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ9585,Hot Holding Unit EQ9585,Hot Holding Unit,EQ9585F224,Food Preparation Equipment,Hot Holding Units,Dry,DMW-22,Meister Cook,,F224,Tim Hortons #3247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ9586,Hot Holding Unit EQ9586,Hot Holding Unit,EQ9586F224,Food Preparation Equipment,Hot Holding Units,8.0821E+11,MCH-22-TDL,Merco,,F224,Tim Hortons #3247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ9613,Hot Holding Unit EQ9613,Hot Holding Unit,EQ9613F224,Food Preparation Equipment,Hot Holding Units,Wet,MHC-22-TDL,Merco,FOH,F224,Tim Hortons #3247,/equipment.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ9642,Hot Holding Unit EQ9642,Hot Holding Unit,EQ9642F223,Food Preparation Equipment,Hot Holding Units,Dry1311061527,,,,F223,Tim Hortons #3584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ9643,Hot Holding Unit EQ9643,Hot Holding Unit,EQ9643F223,Food Preparation Equipment,Hot Holding Units,Wet,MHC-22-TDL,Merco,,F223,Tim Hortons #3584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ9668,Hot Holding Unit EQ9668,Hot Holding Unit,EQ9668F223,Food Preparation Equipment,Hot Holding Units,1405194651,DMW-22-TDL,Meister Cook,,F223,Tim Hortons #3584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ9682,Hot Holding Unit EQ9682,Hot Holding Unit,EQ9682F215,Food Preparation Equipment,Hot Holding Units,Dry1401134082,DMW-22,Meister Cook,,F215,Tim Hortons #3852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ9683,Hot Holding Unit EQ9683,Hot Holding Unit,EQ9683F215,Food Preparation Equipment,Hot Holding Units,Wet,MHC-22-TDL,Merco,,F215,Tim Hortons #3852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ9716,Hot Holding Unit EQ9716,Hot Holding Unit,EQ9716F210,Food Preparation Equipment,Hot Holding Units,1.01121E+12,MHC-22-TDL,Merco,,F210,Tim Hortons #3972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ9744,Hot Holding Unit EQ9744,Hot Holding Unit,EQ9744F210,Food Preparation Equipment,Hot Holding Units,1.10321E+12,MHC-22-TDL,Merco,,F210,Tim Hortons #3972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ9745,Hot Holding Unit EQ9745,Hot Holding Unit,EQ9745F210,Food Preparation Equipment,Hot Holding Units,1312203534C2,DMW-22,Meister Cook,,F210,Tim Hortons #3972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ9771,Hot Holding Unit EQ9771,Hot Holding Unit,EQ9771F222,Food Preparation Equipment,Hot Holding Units,Wet,MHC-22-TDL,Merco,,F222,Tim Hortons #4007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ9774,Hot Holding Unit EQ9774,Hot Holding Unit,EQ9774F222,Food Preparation Equipment,Hot Holding Units,Dry1310291274,DMW-22,Meister Cook,,F222,Tim Hortons #4007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ9800,Hot Holding Unit EQ9800,Hot Holding Unit,EQ9800F222,Food Preparation Equipment,Hot Holding Units,Wet,MHC-22-TDL,Merco,,F222,Tim Hortons #4007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ9810,Hot Holding Unit EQ9810,Hot Holding Unit,EQ9810F221,Food Preparation Equipment,Hot Holding Units,WetSerial # :1006210000698,MHC-22-TDL,Merco,,F221,Tim Hortons #4318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ9836,Hot Holding Unit EQ9836,Hot Holding Unit,EQ9836F221,Food Preparation Equipment,Hot Holding Units,WetSerial # :0606MH4001995,MHC-22-TDL,Merco,,F221,Tim Hortons #4318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ9837,Hot Holding Unit EQ9837,Hot Holding Unit,EQ9837F201,Food Preparation Equipment,Hot Holding Units,DrySerial #: 1407025891E,DMW-22,Meister Cook,,F221,Tim Hortons #4318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ9860,Hot Holding Unit EQ9860,Hot Holding Unit,EQ9860F220,Food Preparation Equipment,Hot Holding Units,Dry,DMW-22,Meister Cook,,F220,Tim Hortons #4395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ9861,Hot Holding Unit EQ9861,Hot Holding Unit,EQ9861F220,Food Preparation Equipment,Hot Holding Units,Wet,MHC-22-TDL,Merco,,F220,Tim Hortons #4395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ9903,Hot Holding Unit EQ9903,Hot Holding Unit,EQ9903F219,Food Preparation Equipment,Hot Holding Units,1310291287,DMW-22,Meister Cook,FOH,F219,Tim Hortons #4665,/equipment.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ9904,Hot Holding Unit EQ9904,Hot Holding Unit,EQ9904F219,Food Preparation Equipment,Hot Holding Units,1006MH4004022,MHC-22-TDL,Merco,,F219,Tim Hortons #4665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ9905,Hot Holding Unit EQ9905,Hot Holding Unit,EQ9905F219,Food Preparation Equipment,Hot Holding Units,Moist,MHC-22-TDL,Merco,,F219,Tim Hortons #4665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ9932,Hot Holding Unit EQ9932,Hot Holding Unit,EQ9932F218,Food Preparation Equipment,Hot Holding Units,Dry1409097784D1 - New Unit Bought May 2016,DMW-22,Meister Cook,,F218,Tim Hortons #4970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ9933,Hot Holding Unit EQ9933,Hot Holding Unit,EQ9933F218,Food Preparation Equipment,Hot Holding Units,Moist1210235001113,MHC-22-TDL,Merco,,F218,Tim Hortons #4970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ9963,Hot Holding Unit EQ9963,Hot Holding Unit,EQ9963F218,Food Preparation Equipment,Hot Holding Units,,,Merco,,F218,Tim Hortons #4970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ9981,Hot Holding Unit EQ9981,Hot Holding Unit,EQ9981F214,Food Preparation Equipment,Hot Holding Units,1311081672C,DMW-22,Meister Cook,FOH,F214,Tim Hortons #5556,/equipment.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ9982,Hot Holding Unit EQ9982,Hot Holding Unit,EQ9982F214,Food Preparation Equipment,Hot Holding Units,1406125270E,DMW 22,Meister Cook,,F214,Tim Hortons #5556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ9983,Hot Holding Unit EQ9983,Hot Holding Unit,EQ9983F214,Food Preparation Equipment,Hot Holding Units,1406125282E,DMW-22,Meister Cook,,F214,Tim Hortons #5556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ16501,Hotholding Unit,Hot Holding Unit,A00000001TP,Food Preparation Equipment,Hot Holding Units,1408197422E,NA,Meister Cook,NA,F400,Tim Hortons 0631,/equipment/images/images_g3J3S0W.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ16372,Kitchen Crisper,Hot Holding Unit,A00000001RQ,Food Preparation Equipment,Hot Holding Units,NA,NA,Hatco,NA,F390,Paramount Crestlawn,/equipment/images/images_jDLhaSO.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ20007,Pie Warmer,Hot Holding Unit,No Barcode,Food Preparation Equipment,Hot Holding Units,A220915,DJSP1,Diamond,,F511,Kanga - Duncan St.,equipment/images/IMG_20180218_110222.jpg,equipment/images/IMG_20180218_110048.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ20612,Pie Warmer,Hot Holding Unit,A00000006UP,Food Preparation Equipment,Hot Holding Units,NA,NA,Diamond,NA,F511,Kanga - Duncan St.,/equipment/images/images_i5tzTsW.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ18611,Plate Warmer,Hot Holding Unit,A00000004P5,Food Preparation Equipment,Hot Holding Units,1.02013E+11,HP42-1,Carter Hoffman,NA,F476,Milestones (Richmond Hill),/equipment/images/images_gkwLIRE.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ18708,Plate Warmer,Hot Holding Unit,A00000004QW,Food Preparation Equipment,Hot Holding Units,,,Hatco,NA,F479,Milestones (Queensway),equipment/images/images_Dhldkq4.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ18667,Plate Warmer,Hot Holding Unit,A00000004TQ,Food Preparation Equipment,Hot Holding Units,,,NA,NA,F480,Milestones (Dundas Sq.),equipment/images/images_kJzWuH1.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ18668,Plate Warmer,Hot Holding Unit,A00000004AA,Food Preparation Equipment,Hot Holding Units,,,NA,NA,F480,Milestones (Dundas Sq.),equipment/images/images_3yoUFSn.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ21559,Plate Warmer,Hot Holding Unit,A0000000BM6,Food Preparation Equipment,Hot Holding Units,,,Ideal Food Service Equipment,NA,F662,Ely's Fine Foods,equipment/images/images_PGfY7bv.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ21558,Plate Warmer,Hot Holding Unit,A0000000BM5,Food Preparation Equipment,Hot Holding Units,,,Ideal Food Service Equipment,NA,F662,Ely's Fine Foods,equipment/images/images_6kHtO3T.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ18724,Plate Warming,Hot Holding Unit,A00000004JR,Food Preparation Equipment,Hot Holding Units,,,Hatco,NA,F478,Milestones (Dixon),equipment/images/images_FbTeFVm.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ21606,Plate Warming Oven,Hot Holding Unit,A0000000ASI,Food Preparation Equipment,Hot Holding Units,,,NA,NA,F669,Ely's Fine Foods - 20 Danby Ave,equipment/images/images_Vt6tsjh.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ16405,Sandwich Station,Hot Holding Unit,A00000001WA,Food Preparation Equipment,Hot Holding Units,NA,NA,Hatco,NA,F392,Ravi Soups Adelaide,/equipment.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ15772,Shawarma Meat Holder A00000001CS,Hot Holding Unit,A00000001CS,Food Preparation Equipment,Hot Holding Units,NA,Cayenne,Vollrath,Main kitchen,F379,Paramount Biscayne,/equipment/images/images_JsWYXww.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ7728,Soup Well EQ7728,Hot Holding Unit,EQ7728F258,Food Preparation Equipment,Hot Holding Units,NA,NA,MeisterCook,right side closer to panini,F258,Tim Hortons #2983,/equipment.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ15929,Warmer,Hot Holding Unit,A00000001KG,Food Preparation Equipment,Hot Holding Units,BIRTD0213A0384,SS10TDU,Wells Warmer,NA,F383,Smokes #1,/equipment/images/images_2NMb5uB.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ16853,Warmer,Hot Holding Unit,A00000001R1,Food Preparation Equipment,Hot Holding Units,NA,NA,Ideal,NA,F413,KFC Weston Rd #2,/equipment/images/images_HA9KKiD.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ18098,Warmer,Hot Holding Unit,A000000044K,Food Preparation Equipment,Hot Holding Units,,,Hatco,NA,F450,The Dirty Bird Chicken + Waffles,equipment/images/images_jcKwzRA.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ17705,Warmer,Hot Holding Unit,A00000003S5,Food Preparation Equipment,Hot Holding Units,,,NA,NA,F439,Wild Wings Queensway,equipment/images/images_Ut2dOCi.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ17038,Warmer,Hot Holding Unit,A000000028C,Food Preparation Equipment,Hot Holding Units,NA,Halo Heat,Halo Heat,NA,F411,Paramount Front Street,/equipment/images/images_DnBpg7X.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ19521,Warmer,Hot Holding Unit,A00000005LC_moved,Food Preparation Equipment,Hot Holding Units,,,NA,NA,F518,Paramount - Yonge and Eglinton (Deactivated),equipment/images/images_hNYovUN.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ19499,Warmer,Hot Holding Unit,A00000005KS_moved,Food Preparation Equipment,Hot Holding Units,,,NA,NA,F518,Paramount - Yonge and Eglinton (Deactivated),equipment/images/images_wyNViUq.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ20408,Warmer,Hot Holding Unit,A00000005KS,Food Preparation Equipment,Hot Holding Units,,,NA,NA,F543,Paramount Yonge and Eglinton - Corporate,equipment/images/images_wyNViUq.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ20409,Warmer,Hot Holding Unit,A00000005LC,Food Preparation Equipment,Hot Holding Units,,,NA,NA,F543,Paramount Yonge and Eglinton - Corporate,equipment/images/images_hNYovUN.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ20014,Warmer,Hot Holding Unit,A00000006RI,Food Preparation Equipment,Hot Holding Units,NA,NA,Hatco,NA,F539,Hero Certified Burgers - Milton,/equipment/images/images_a8w25K1.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ18537,Warmer,Hot Holding Unit,A00000004PC,Food Preparation Equipment,Hot Holding Units,NA,NA,Hatco,NA,F475,Milestones (Whitby),/equipment/images/images_BoveefZ.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ18558,Warmer,Hot Holding Unit,A00000004PZ,Food Preparation Equipment,Hot Holding Units,,,AltoSham,NA,F475,Milestones (Whitby),equipment/images/images_z1GgJnu.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ18545,Warmer,Hot Holding Unit,A00000004PT,Food Preparation Equipment,Hot Holding Units,Wiped,Wiped,Wiped,NA,F475,Milestones (Whitby),/equipment/images/images_farSUaM.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ18861,Warmer,Hot Holding Unit,A00000004Y3,Food Preparation Equipment,Hot Holding Units,,,AltoSham,NA,F484,Paramount Scarborough,equipment/images/images_Gc53Nmj.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQ19349,Warmer,Hot Holding Unit,A000000053J,Food Preparation Equipment,Hot Holding Units,,,Wells,NA,F509,Paramount - Humber,equipment/images/images_rYdhKCq.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
